id,Distance,Start_coordinates,End_coordinates
5666361.0,835.3,"[51.782038, 4.735697]","[51.784604, 4.747069]"
17145800.0,2286.6,"[51.776156, 4.759992]","[51.775086, 4.758611]"
8659835.0,1501.2,"[51.782254, 4.725924]","[51.784563, 4.746955]"
14385225.0,828.6,"[51.778453, 4.743393]","[51.784905, 4.748535]"
12310015.0,5727.1,"[51.774315, 4.736873]","[51.773291, 4.740877]"
2656950.0,12975.4,"[51.784922385487576, 4.748555666642494]","[51.7849969187526, 4.7491490738144835]"
10378861.0,11388.5,"[51.778483, 4.762627]","[51.778482, 4.762625]"
10600402.0,206.7,"[51.785672, 3.865799]","[51.785013, 3.868573]"
16733536.0,4265.2,"[51.785843, 3.86499]","[51.785803, 3.864982]"
22447969.0,4537.7,"[51.785186, 3.864828]","[51.785225, 3.865048]"
21394265.0,920.1,"[51.788973, 3.871512]","[51.792998, 3.882891]"
4536578.0,1639.0,"[51.785129, 3.871861]","[51.791572, 3.885479]"
14434585.0,1003.4,"[51.793257, 3.883062]","[51.78864, 3.87108]"
1668714.0,642.5,"[51.790276654064655, 3.8745758961886168]","[51.7857672739774, 3.8701347447931767]"
3753530.0,1203.5,"[51.795959, 3.901073]","[51.791817, 3.886039]"
14628414.0,865.8,"[51.807587, 3.873306]","[51.800114, 3.876797]"
13454330.0,1097.3,"[51.812435, 3.907153]","[51.81076, 3.892562]"
17479253.0,761.8,"[51.79977, 3.877497]","[51.804108, 3.886012]"
18894632.0,1651.0,"[51.796886, 3.892921]","[51.809826, 3.889148]"
8404885.0,2014.6,"[51.811175, 3.890734]","[51.796718, 3.895246]"
4068013.0,225.1,"[51.799466, 3.934907]","[51.799891, 3.938094]"
3753511.0,278.1,"[51.800305, 3.942227]","[51.799268, 3.938706]"
4192729.0,247.0,"[51.80067, 3.942231]","[51.800002, 3.938825]"
17377298.0,469.1,"[51.798712, 3.936958]","[51.798688, 3.937481]"
4149252.0,4982.1,"[51.799124, 3.938881]","[51.799162, 3.938926]"
18764539.0,8469.2,"[51.799118, 3.938877]","[51.799212, 3.938937]"
7859299.0,1600.1,"[51.803493, 3.969217]","[51.806112, 3.989311]"
1158159.0,282.5,"[51.81102444745336, 3.9984517140453413]","[51.81211641777137, 3.9947601596456006]"
10338076.0,445.0,"[51.810456, 3.991575]","[51.811727, 3.996211]"
20393472.0,359.9,"[51.800741, 4.041064]","[51.801367, 4.035887]"
12208660.0,690.2,"[51.800567, 4.043135]","[51.801664, 4.033284]"
5299506.0,968.6,"[51.805079, 4.012284]","[51.811472, 4.021723]"
6555812.0,898.6,"[51.811092, 4.021102]","[51.80509, 4.012405]"
6986248.0,333.4,"[51.806953, 4.02882]","[51.804267, 4.030953]"
20634892.0,2096.9,"[51.800799, 4.0897]","[51.80255, 4.062297]"
20634925.0,2057.9,"[51.802722, 4.062611]","[51.800805, 4.08957]"
11856328.0,1599.4,"[51.802121, 4.054869]","[51.793213, 4.071756]"
16093063.0,4238.3,"[51.790228, 4.062367]","[51.790279, 4.062343]"
21041566.0,690.0,"[51.790227, 4.109444]","[51.78581, 4.113863]"
21095515.0,1014.1,"[51.812193, 4.17311]","[51.805205, 4.182414]"
5689327.0,541.5,"[51.812582, 4.172684]","[51.808891, 4.177778]"
18915641.0,730.6,"[51.804526, 4.185423]","[51.808041, 4.194295]"
13378241.0,108.3,"[51.807927, 4.197716]","[51.808277, 4.196253]"
13370027.0,1502.0,"[51.803253, 4.216443]","[51.808277, 4.196253]"
13369996.0,1512.1,"[51.805381, 4.207894]","[51.805369, 4.188365]"
13370037.0,436.0,"[51.807018, 4.201359]","[51.808301, 4.195434]"
13422718.0,522.1,"[51.807682, 4.193583]","[51.805015, 4.187376]"
17769515.0,918.4,"[51.805965, 4.207482]","[51.80929, 4.19635]"
5689339.0,267.2,"[51.80395, 4.215407]","[51.803024, 4.218966]"
17726240.0,2186.0,"[51.803305, 4.216417]","[51.805295, 4.188162]"
20997792.0,808.8,"[51.803018, 4.25043]","[51.797107, 4.243623]"
9207904.0,952.4,"[51.799939, 4.22993]","[51.796692, 4.242654]"
16417092.0,625.9,"[51.807148, 4.265615]","[51.812246, 4.269453]"
7943086.0,5052.0,"[51.810714, 4.235489]","[51.811057, 4.232773]"
9365327.0,5081.7,"[51.808158, 4.25685]","[51.808234, 4.256952]"
13831872.0,843.2,"[51.811992, 4.315155]","[51.809507, 4.30372]"
16010005.0,1801.7,"[51.807099, 4.290431]","[51.8116, 4.313806]"
14820761.0,322.8,"[51.810508, 4.291527]","[51.807828, 4.289735]"
20362517.0,2562.2,"[51.7911, 4.312923]","[51.795012, 4.281113]"
14650298.0,1391.3,"[51.801732, 4.291607]","[51.79879, 4.275664]"
9780529.0,1773.3,"[51.80068, 4.278852]","[51.802175, 4.300732]"
12863141.0,873.5,"[51.807329, 4.308461]","[51.799857, 4.311856]"
18496778.0,5119.0,"[51.807945, 4.28375]","[51.807968, 4.28411]"
20389268.0,1438.1,"[51.787613, 4.30239]","[51.791016, 4.282328]"
14820784.0,510.6,"[51.810997, 4.284397]","[51.806475, 4.283193]"
5367517.0,465.3,"[51.806146, 4.332231]","[51.810305, 4.332898]"
9429645.0,1233.0,"[51.799185, 4.33803]","[51.793644, 4.323024]"
20718984.0,1423.5,"[51.790381, 4.405601]","[51.79285, 4.385357]"
17060095.0,1349.2,"[51.792186, 4.384466]","[51.794224, 4.365231]"
6575860.0,881.3,"[51.797452, 4.365892]","[51.805253, 4.368008]"
7202606.0,1392.6,"[51.805451, 4.368473]","[51.803257, 4.388349]"
13780682.0,1278.7,"[51.794168, 4.365386]","[51.792245, 4.383481]"
17201863.0,1314.8,"[51.803279, 4.388478]","[51.805327, 4.369463]"
9258466.0,1492.5,"[51.792847, 4.384985]","[51.790283, 4.406261]"
16979194.0,301.0,"[51.791072, 4.439468]","[51.793747, 4.439078]"
15408878.0,389.1,"[51.796071, 4.438393]","[51.792642, 4.43927]"
13707844.0,354.6,"[51.807949, 4.440649]","[51.807733, 4.435524]"
13707779.0,759.0,"[51.808206, 4.446497]","[51.807733, 4.435524]"
3464477.0,1626.3,"[51.807378, 4.434845]","[51.793229, 4.439115]"
4002940.0,188.9,"[51.792858, 4.439287]","[51.794535, 4.438868]"
10232170.0,606.0,"[51.799769, 4.449706]","[51.794393, 4.45085]"
6678377.0,1912.8,"[51.799409, 4.410179]","[51.796211, 4.437294]"
15435830.0,787.5,"[51.804002, 4.448326]","[51.797091, 4.450556]"
3106219.0,1172.0,"[51.794767, 4.450879]","[51.805107, 4.447949]"
7521198.0,2864.1,"[51.7893, 4.4698]","[51.812143, 4.487863]"
4567017.0,341.7,"[51.801818, 4.463024]","[51.803712, 4.466717]"
14099849.0,753.3,"[51.80386, 4.467876]","[51.801771, 4.478145]"
4845186.0,229.9,"[51.803708, 4.469928]","[51.803605, 4.466749]"
7956380.0,1788.2,"[51.805858, 4.462888]","[51.79496, 4.473794]"
10174872.0,473.0,"[51.800779, 4.463301]","[51.803603, 4.466999]"
20707327.0,1942.3,"[51.799887, 4.463388]","[51.789348, 4.468955]"
19080580.0,301.6,"[51.803087, 4.524084]","[51.803955, 4.520071]"
4898032.0,20452.3,"[51.801756, 4.517118]","[51.801638, 4.516953]"
4480476.0,1596.0,"[51.787478, 4.515983]","[51.798502, 4.525918]"
19080548.0,948.1,"[51.803994, 4.520157]","[51.800409, 4.53219]"
20742344.0,1666.5,"[51.801383, 4.516881]","[51.797477, 4.501061]"
4852533.0,1618.8,"[51.798489, 4.526349]","[51.787586, 4.515931]"
12025688.0,1073.3,"[51.811685, 4.541701]","[51.811324, 4.526153]"
8972134.0,1049.5,"[51.798912, 4.501258]","[51.807721, 4.506502]"
8785095.0,8231.0,"[51.788572, 4.542408]","[51.788685, 4.542356]"
1561908.0,17076.6,"[51.803240650333464, 4.510508291423321]","[51.804790128953755, 4.50426897034049]"
12120713.0,1031.9,"[51.809947, 4.563489]","[51.80656, 4.577253]"
12560811.0,1278.0,"[51.806485, 4.577462]","[51.8108, 4.560423]"
11995234.0,456.7,"[51.79347, 4.55331]","[51.79423, 4.54724]"
6580366.0,699.4,"[51.793362, 4.55474]","[51.789114, 4.561757]"
12023592.0,1014.5,"[51.786626, 4.567317]","[51.792264, 4.555685]"
14704434.0,2148.1,"[51.805909, 4.55109]","[51.806587, 4.577177]"
7634624.0,586.7,"[51.80219, 4.572166]","[51.806402, 4.577187]"
11745399.0,160.2,"[51.804378, 4.553515]","[51.803534, 4.555384]"
9898374.0,1952.0,"[51.788259, 4.556369]","[51.802582, 4.57264]"
12560853.0,1301.6,"[51.793566, 4.585947]","[51.802509, 4.574932]"
4066120.0,1013.4,"[51.808002, 4.593546]","[51.811156, 4.60666]"
18338960.0,1029.5,"[51.809823, 4.604401]","[51.809238, 4.590579]"
13438792.0,1143.8,"[51.809252, 4.625969]","[51.812457, 4.610978]"
2186250.0,1209.3,"[51.7978737, 4.5992156]","[51.7939845, 4.615599]"
7521375.0,1065.4,"[51.812365, 4.608845]","[51.810885, 4.623645]"
11567329.0,1229.1,"[51.793923, 4.615871]","[51.797833, 4.59918]"
20275405.0,459.0,"[51.796528, 4.5973]","[51.792498, 4.597543]"
8708416.0,1050.2,"[51.785495, 4.629189]","[51.79369, 4.62695]"
8592023.0,1029.7,"[51.79515, 4.627865]","[51.78613, 4.628465]"
19568543.0,2117.6,"[51.802158, 4.596922]","[51.794054, 4.616859]"
12318755.0,356.3,"[51.804871, 4.654051]","[51.80625, 4.651482]"
4496572.0,176.5,"[51.809049, 4.652703]","[51.810458, 4.651758]"
5316422.0,253.6,"[51.8002, 4.648823]","[51.797983, 4.647979]"
8364568.0,287.7,"[51.797807, 4.648187]","[51.800333, 4.649006]"
18160497.0,2650.6,"[51.785446, 4.64765]","[51.807543, 4.649286]"
4343059.0,551.4,"[51.791322, 4.648438]","[51.78642, 4.648451]"
2186228.0,853.6,"[51.812499, 4.645227]","[51.80743, 4.637663]"
2479182.0,880.3,"[51.810311166666665, 4.644901666666667]","[51.80633935, 4.634056883333333]"
2240412.0,635.3,"[51.794911259785295, 4.648469053208828]","[51.78961691446602, 4.647010853514075]"
14916970.0,617.6,"[51.790562, 4.65878]","[51.79476, 4.6573]"
10886514.0,1332.5,"[51.802314, 4.696811]","[51.811613, 4.706622]"
8568740.0,803.0,"[51.801054, 4.697482]","[51.797585, 4.687588]"
12495153.0,792.4,"[51.797672, 4.688599]","[51.801366, 4.698179]"
7565068.0,1055.4,"[51.807088, 4.717357]","[51.812643, 4.70758]"
2272170.0,1313.7,"[51.794022945687175, 4.705928424373269]","[51.79404767230153, 4.706066055223346]"
10803693.0,464.6,"[51.795172, 4.681225]","[51.797344, 4.686747]"
1661921.0,903.9,"[51.807648818939924, 4.702447419986129]","[51.802071668207645, 4.697921443730593]"
9755739.0,519.3,"[51.790108, 4.692687]","[51.794296, 4.691549]"
8268078.0,233.6,"[51.785461, 4.703815]","[51.787534, 4.70327]"
12599015.0,794.4,"[51.793132, 4.71959]","[51.789141, 4.710395]"
12714190.0,2537.7,"[51.789136, 4.757627]","[51.804159, 4.737273]"
18238879.0,1439.4,"[51.797088, 4.740241]","[51.790932, 4.757132]"
7049629.0,304.4,"[51.806908, 4.738893]","[51.804366, 4.737325]"
12714182.0,2557.2,"[51.804203, 4.737213]","[51.789041, 4.757598]"
13052063.0,1161.6,"[51.794381, 4.734902]","[51.803409, 4.739108]"
13812055.0,471.3,"[51.789924, 4.750973]","[51.788441, 4.757303]"
4666759.0,688.0,"[51.800492, 4.739395]","[51.796547, 4.744063]"
3444527.0,1285.9,"[51.79002287785201, 4.738398416004923]","[51.78867479160452, 4.756679562973506]"
12753395.0,4457.4,"[51.808154, 4.762227]","[51.808251, 4.762317]"
10152798.0,416.1,"[51.785706, 4.76465]","[51.787012, 4.759056]"
12242692.0,4138.4,"[51.793436, 4.792979]","[51.79332, 4.803422]"
20579483.0,353.6,"[51.795131, 4.825706]","[51.794543, 4.830743]"
17970520.0,1899.5,"[51.795746, 4.820408]","[51.795754, 4.847198]"
20807498.0,470.5,"[51.794211, 4.87159]","[51.798403, 4.871869]"
17840842.0,569.4,"[51.797619, 4.872112]","[51.80267, 4.872565]"
11726170.0,1664.5,"[51.788363, 4.87328]","[51.802846, 4.872534]"
11520315.0,22198.1,"[51.802986, 4.872335]","[51.802914, 4.87253]"
10234878.0,22855.5,"[51.800927, 4.871989]","[51.80293, 4.872261]"
12464937.0,22188.0,"[51.802847, 4.872545]","[51.802982, 4.872501]"
16325368.0,12854.4,"[51.803115, 4.879977]","[51.797139, 4.902268]"
15153203.0,15199.1,"[51.801314, 4.86436]","[51.790633, 4.871098]"
21882982.0,991.2,"[51.795845, 4.898596]","[51.79586, 4.898333]"
3860448.0,1903.9,"[51.7858748138, 4.8704436421]","[51.8028643448, 4.8725361843]"
4057241.0,489.1,"[51.81903, 3.882778]","[51.822114, 3.887544]"
18801576.0,587.5,"[51.823782, 3.898394]","[51.824039, 3.907197]"
16982675.0,4178.5,"[51.825863, 3.914087]","[51.82626, 3.913864]"
16218306.0,2493.5,"[51.82675, 3.913603]","[51.826932, 3.913466]"
21005697.0,573.0,"[51.818483, 3.899496]","[51.822855, 3.901779]"
4900719.0,206.0,"[51.8235, 3.89735]","[51.824566, 3.89905]"
8324031.0,376.8,"[51.820165, 3.875762]","[51.81723, 3.877562]"
21005725.0,618.1,"[51.823338, 3.901976]","[51.818547, 3.899496]"
13592499.0,10035.9,"[51.818811, 3.876553]","[51.818722, 3.876526]"
13612345.0,2261.7,"[51.822981, 3.882102]","[51.826663, 3.913624]"
17377269.0,309.5,"[51.828723, 3.932436]","[51.828746, 3.928444]"
2616460.0,337.0,"[51.82808674876748, 3.933696644384352]","[51.8290554034075, 3.9296424854583383]"
12928624.0,232.3,"[51.823174, 3.918103]","[51.825077, 3.91766]"
22415949.0,1644.3,"[51.819868, 3.943031]","[51.829115, 3.930114]"
6420589.0,1650.2,"[51.834897, 3.953009]","[51.829524, 3.932321]"
22415926.0,1482.9,"[51.820992, 3.946357]","[51.819171, 3.943538]"
8756955.0,1238.7,"[51.825031, 3.918011]","[51.828803, 3.933119]"
3753712.0,479.6,"[51.814356, 3.971076]","[51.814225, 3.964207]"
9532894.0,875.9,"[51.817013, 3.978413]","[51.81477, 3.966258]"
12928649.0,976.0,"[51.831724, 3.999909]","[51.826658, 3.988728]"
12014705.0,1920.0,"[51.83551, 3.984317]","[51.820282, 3.992128]"
12928670.0,1449.9,"[51.830306, 3.98252]","[51.821608, 3.966891]"
21016558.0,348.1,"[51.832871, 3.978186]","[51.830233, 3.980897]"
22416208.0,2266.5,"[51.817257, 3.978585]","[51.824499, 3.960996]"
22415975.0,2217.4,"[51.830515, 3.989481]","[51.828061, 4.002608]"
11375724.0,1336.0,"[51.832638, 4.001608]","[51.835243, 3.984207]"
8549787.0,721.8,"[51.822453, 4.039232]","[51.828182, 4.043945]"
7652283.0,607.1,"[51.824358, 4.041782]","[51.829267, 4.045236]"
1176057.0,1219.2,"[51.83205700907606, 4.0129313001060885]","[51.82637012182278, 4.027894332548085]"
2737364.0,2188.7,"[51.820932, 4.036907]","[51.83215, 4.011475]"
2186633.0,401.7,"[51.818502487514024, 4.031320527266059]","[51.81561444913195, 4.0281206531205695]"
22416177.0,1733.6,"[51.818944, 4.031523]","[51.81689, 4.044036]"
22416163.0,1718.9,"[51.828918, 4.020246]","[51.819251, 4.030906]"
12813256.0,10174.1,"[51.824458, 4.03183]","[51.82003, 4.034364]"
8953797.0,1117.5,"[51.831413, 4.093892]","[51.839287, 4.084505]"
4642882.0,688.8,"[51.832122, 4.105421]","[51.832845, 4.115365]"
21194117.0,685.2,"[51.827354, 4.121713]","[51.822737, 4.124612]"
3785787.0,1543.3,"[51.832166220992804, 4.097844231873751]","[51.828727880492806, 4.118627579882741]"
11329678.0,820.1,"[51.82073, 4.126671]","[51.820177, 4.130642]"
12987359.0,1338.0,"[51.833362, 4.117486]","[51.833224, 4.098446]"
19171414.0,1704.6,"[51.833854, 4.097137]","[51.833664, 4.121039]"
13960930.0,1756.8,"[51.834307, 4.130695]","[51.832489, 4.105419]"
3392074.0,1901.8,"[51.8281563185, 4.1197318956]","[51.8308914173, 4.0949303471]"
17126170.0,1486.6,"[51.835937, 4.09742]","[51.837471, 4.118842]"
17229235.0,1497.0,"[51.837524, 4.118875]","[51.835957, 4.097305]"
6789138.0,795.6,"[51.814714, 4.170633]","[51.820519, 4.163971]"
4433879.0,247.8,"[51.835252, 4.143045]","[51.834877, 4.139517]"
6842917.0,1177.5,"[51.823422, 4.143258]","[51.823628, 4.159181]"
10119852.0,638.4,"[51.834411, 4.148484]","[51.83771, 4.156031]"
8152552.0,638.2,"[51.825089, 4.175094]","[51.821199, 4.181497]"
10162529.0,29844.8,"[51.822897, 4.160196]","[51.822788, 4.160121]"
9430813.0,743.6,"[51.838188, 4.177956]","[51.833131, 4.172328]"
21547695.0,600.4,"[51.82568, 4.176543]","[51.828857, 4.172101]"
10655169.0,38869.4,"[51.822742, 4.160236]","[51.822582, 4.16039]"
13466909.0,219.6,"[51.832619, 4.187517]","[51.833879, 4.185066]"
12510876.0,681.2,"[51.838648, 4.20169]","[51.836439, 4.210543]"
15661572.0,1894.8,"[51.820639, 4.208976]","[51.830712, 4.187796]"
17210249.0,981.0,"[51.836852, 4.220166]","[51.828016, 4.220651]"
10269345.0,996.2,"[51.816693, 4.191542]","[51.823399, 4.201218]"
13181326.0,1452.9,"[51.836059, 4.212131]","[51.827799, 4.195864]"
10269358.0,960.5,"[51.82567, 4.20449]","[51.832151, 4.213653]"
5248037.0,2409.6,"[51.821599, 4.257493]","[51.821497, 4.257288]"
3652690.0,779.3,"[51.836371, 4.250964]","[51.830125, 4.255848]"
18618013.0,1500.8,"[51.816297, 4.261891]","[51.824823, 4.245125]"
15520268.0,529.0,"[51.83324, 4.264017]","[51.837673, 4.26542]"
18898278.0,411.0,"[51.814458, 4.263547]","[51.817847, 4.265658]"
13679410.0,552.2,"[51.831293, 4.264652]","[51.836174, 4.264023]"
18200798.0,505.0,"[51.832172, 4.232802]","[51.827908, 4.234178]"
7004656.0,2185.9,"[51.828184, 4.238443]","[51.815742, 4.262979]"
12529590.0,4283.4,"[51.819458, 4.266408]","[51.819443, 4.266358]"
20232673.0,691.7,"[51.837649, 4.261999]","[51.831897, 4.260011]"
8092010.0,644.3,"[51.83924, 4.296182]","[51.834305, 4.301211]"
8099366.0,231.3,"[51.824302, 4.2855]","[51.822601, 4.287413]"
17183276.0,315.3,"[51.82562, 4.283466]","[51.823525, 4.280455]"
7425724.0,339.5,"[51.839513, 4.314535]","[51.836821, 4.316221]"
7907745.0,1821.5,"[51.834052, 4.300578]","[51.823336, 4.289445]"
15989830.0,736.9,"[51.81352, 4.316585]","[51.820057, 4.314878]"
5567813.0,1327.1,"[51.824479, 4.291914]","[51.829818, 4.309018]"
16109105.0,889.9,"[51.820625, 4.314698]","[51.812733, 4.316772]"
7907724.0,951.6,"[51.831321, 4.289091]","[51.823336, 4.289445]"
12066566.0,4884.3,"[51.835689, 4.308281]","[51.835789, 4.308441]"
18473441.0,870.0,"[51.813825, 4.324965]","[51.817098, 4.336312]"
17067712.0,1129.0,"[51.820923, 4.353885]","[51.817707, 4.339177]"
11490513.0,656.4,"[51.823717, 4.336482]","[51.818102, 4.339236]"
13315826.0,482.1,"[51.815806, 4.332023]","[51.817668, 4.338175]"
12540620.0,802.9,"[51.840217, 4.351543]","[51.833012, 4.351872]"
7124141.0,1508.0,"[51.82525, 4.35305]","[51.825266, 4.35185]"
15407658.0,420.0,"[51.821678, 4.337633]","[51.818032, 4.339315]"
11490527.0,508.5,"[51.830339, 4.335719]","[51.827446, 4.341134]"
15509918.0,468.4,"[51.827688, 4.349553]","[51.831263, 4.352678]"
13422725.0,1402.5,"[51.817571, 4.337176]","[51.812896, 4.318544]"
7332656.0,1543.1,"[51.830777, 4.393621]","[51.823057, 4.376472]"
18017179.0,591.7,"[51.835155, 4.381053]","[51.833493, 4.388855]"
17468365.0,763.7,"[51.840255, 4.363638]","[51.839485, 4.37424]"
8984597.0,1011.9,"[51.822441, 4.382221]","[51.816384, 4.371908]"
17154245.0,780.0,"[51.826245, 4.384585]","[51.83042, 4.393202]"
4854314.0,1476.4,"[51.81621, 4.372192]","[51.814572, 4.393452]"
7332653.0,1558.7,"[51.823162, 4.376687]","[51.830937, 4.393831]"
17603192.0,347.9,"[51.822545, 4.384533]","[51.82478, 4.388053]"
9429877.0,1402.3,"[51.814636, 4.392978]","[51.816245, 4.372881]"
17097861.0,515.0,"[51.82609, 4.383103]","[51.823517, 4.377332]"
14816585.0,328.5,"[51.821469, 4.422356]","[51.824344, 4.423336]"
18187457.0,367.1,"[51.82824, 4.427493]","[51.825058, 4.426158]"
14816569.0,336.8,"[51.824221, 4.422702]","[51.8213, 4.422181]"
18850815.0,380.4,"[51.82407, 4.423124]","[51.825213, 4.418161]"
9926346.0,392.0,"[51.818505, 4.408716]","[51.817836, 4.414435]"
10327751.0,377.1,"[51.817819, 4.41422]","[51.818556, 4.408864]"
9695401.0,1266.3,"[51.82053, 4.476042]","[51.822461, 4.457906]"
4092720.0,756.9,"[51.820549, 4.479392]","[51.818114, 4.489417]"
1859181.0,287.0,"[51.83700459077954, 4.4683468993753195]","[51.834448194131255, 4.467817833647132]"
1778516.0,786.7,"[51.81913399603218, 4.486852716654539]","[51.81433703284711, 4.49507343582809]"
17867446.0,25735.4,"[51.826889, 4.467495]","[51.827372, 4.464148]"
7022760.0,307.7,"[51.814526, 4.494634]","[51.816544, 4.491488]"
4560413.0,142.6,"[51.834204, 4.468003]","[51.835408, 4.468082]"
17344986.0,466.7,"[51.824753, 4.477483]","[51.820645, 4.478529]"
10343856.0,2657.4,"[51.816504, 4.46243]","[51.819424, 4.479613]"
20714816.0,1884.0,"[51.828024, 4.496048]","[51.829388, 4.473284]"
7094594.0,316.6,"[51.836387, 4.5156]","[51.838885, 4.515148]"
18307478.0,832.6,"[51.838314, 4.514037]","[51.837391, 4.516887]"
14069229.0,1782.6,"[51.833584, 4.538625]","[51.837669, 4.518058]"
17575878.0,524.5,"[51.823197, 4.536215]","[51.82426, 4.52882]"
6902393.0,1041.3,"[51.824982, 4.525571]","[51.826935, 4.511126]"
19885953.0,6668.7,"[51.819055, 4.52587]","[51.818952, 4.526582]"
14704288.0,817.2,"[51.817119, 4.499469]","[51.813627, 4.509906]"
1239900.0,837.7,"[51.83211205742687, 4.512558949092948]","[51.8265731446445, 4.5070611499249935]"
8422483.0,138.5,"[51.839716, 4.499646]","[51.83999, 4.500336]"
3118373.0,1581.0,"[51.826433, 4.506666]","[51.838716, 4.515283]"
15084496.0,973.3,"[51.825553, 4.561253]","[51.817413, 4.565121]"
3803856.0,338.9,"[51.822427371516824, 4.554660972207785]","[51.819545002654195, 4.556218245998025]"
10980176.0,515.9,"[51.821285, 4.545801]","[51.823557, 4.552337]"
7859038.0,963.1,"[51.813663, 4.560639]","[51.821575, 4.555169]"
11656743.0,2459.0,"[51.828535, 4.572731]","[51.814116, 4.585856]"
18318371.0,2521.5,"[51.814418, 4.587463]","[51.828214, 4.572239]"
12143308.0,1403.8,"[51.831924, 4.580137]","[51.839875, 4.568876]"
9543016.0,1821.7,"[51.834369, 4.555003]","[51.828689, 4.572835]"
9600910.0,554.5,"[51.823958, 4.583785]","[51.826902, 4.577458]"
5371626.0,1456.7,"[51.840118, 4.567958]","[51.832087, 4.579835]"
20241793.0,388.4,"[51.838037, 4.614812]","[51.834912, 4.615193]"
12172253.0,1257.9,"[51.833155, 4.613577]","[51.823687, 4.603742]"
5682862.0,278.3,"[51.829189, 4.609]","[51.826974, 4.60713]"
21186835.0,912.6,"[51.838177, 4.601223]","[51.834007, 4.612642]"
13060434.0,477.8,"[51.817375, 4.596236]","[51.813764, 4.592655]"
7141406.0,479.4,"[51.822112, 4.601528]","[51.818618, 4.597455]"
1344658.0,428.0,"[51.82330906391144, 4.6035826206207275]","[51.82653844356537, 4.606924653053284]"
7068419.0,1114.2,"[51.813765, 4.593337]","[51.822038, 4.60215]"
2232526.0,365.4,"[51.829407988116145, 4.625621745362878]","[51.83129886165261, 4.62130238302052]"
9984856.0,1163.5,"[51.823406, 4.625505]","[51.832033, 4.617645]"
5881424.0,1339.8,"[51.816305, 4.652721]","[51.825886, 4.66299]"
4175204.0,2623.3,"[51.84046, 4.658876]","[51.818593, 4.656961]"
11336792.0,382.5,"[51.824287, 4.651]","[51.827407, 4.65345]"
10373500.0,400.4,"[51.827623, 4.646593]","[51.82453, 4.643611]"
7905168.0,159.5,"[51.814993, 4.661077]","[51.814113, 4.659337]"
8920114.0,642.3,"[51.838747, 4.644271]","[51.83381, 4.64903]"
7560536.0,670.7,"[51.833735, 4.673593]","[51.828738, 4.671482]"
2435064.0,653.3,"[51.82274621666667, 4.6367714]","[51.819227600000005, 4.644207799999999]"
